geraetenummer;bezeichnung;serial_nummer;depot;baujahr;status;subgroup;machine_tab_data
DEMO-000765;Kipplader 3.2 m3 Swivel gross 15;SN-DEMO-000765;101;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000766;Kipplader 3.2 m3 Swivel gross 16;SN-DEMO-000766;101;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000767;Kipplader 3.2 m3 Swivel gross 17;SN-DEMO-000767;101;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000768;Kipplader 3.2 m3 Swivel gross 18;SN-DEMO-000768;101;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000769;Kipplader 3.2 m3 Swivel gross 19;SN-DEMO-000769;101;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000770;Kipplader 3.2 m3 Swivel gross 20;SN-DEMO-000770;101;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000771;Kipplader 3.2 m3 Swivel gross 21;SN-DEMO-000771;101;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000772;Kipplader 3.2 m3 Swivel gross 22;SN-DEMO-000772;101;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000773;Kipplader 3.2 m3 Swivel gross 23;SN-DEMO-000773;101;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000774;Kipplader 3.2 m3 Swivel gross 24;SN-DEMO-000774;101;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000775;Kipplader 3.2 m3 Swivel gross 25;SN-DEMO-000775;101;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000776;Kipplader 3.2 m3 Swivel gross 26;SN-DEMO-000776;101;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000777;Kipplader 3.2 m3 Swivel gross 27;SN-DEMO-000777;101;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000778;Kipplader 3.2 m3 Swivel gross 28;SN-DEMO-000778;101;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000779;Kipplader 3.2 m3 Swivel gross 29;SN-DEMO-000779;101;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000780;Kipplader 3.2 m3 Swivel gross 30;SN-DEMO-000780;101;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000781;Kipplader 3.2 m3 Swivel gross 31;SN-DEMO-000781;101;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000782;Kipplader 3.2 m3 Swivel gross 32;SN-DEMO-000782;101;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000783;Kipplader 3.2 m3 Swivel gross 33;SN-DEMO-000783;101;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000784;Kipplader 3.2 m3 Swivel gross 34;SN-DEMO-000784;101;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000785;Kipplader 3.2 m3 Swivel gross 35;SN-DEMO-000785;101;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000786;Kipplader 3.2 m3 Swivel gross 36;SN-DEMO-000786;101;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000787;Kipplader 3.2 m3 Swivel gross 37;SN-DEMO-000787;101;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000788;Kipplader 3.2 m3 Swivel gross 38;SN-DEMO-000788;101;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000789;Kipplader 3.2 m3 Swivel gross 39;SN-DEMO-000789;101;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000790;Kipplader 3.2 m3 Swivel gross 40;SN-DEMO-000790;101;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000791;Kipplader 3.2 m3 Swivel gross 41;SN-DEMO-000791;101;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000792;Kipplader 3.2 m3 Swivel gross 42;SN-DEMO-000792;101;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000793;Kipplader 3.2 m3 Swivel gross 43;SN-DEMO-000793;101;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000794;Kipplader 3.2 m3 Swivel gross 44;SN-DEMO-000794;101;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000795;Kipplader 3.2 m3 Swivel gross 45;SN-DEMO-000795;101;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000796;Kipplader 3.2 m3 Swivel gross 46;SN-DEMO-000796;101;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000797;Kipplader 3.2 m3 Swivel gross 47;SN-DEMO-000797;101;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000798;Kipplader 3.2 m3 Swivel gross 48;SN-DEMO-000798;101;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000799;Kipplader 3.2 m3 Swivel gross 49;SN-DEMO-000799;101;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000800;Kipplader 3.2 m3 Swivel gross 50;SN-DEMO-000800;101;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000801;Bagger klein 01;SN-DEMO-000801;101;2026;klein;Bagger;{}
DEMO-000802;Bagger klein 02;SN-DEMO-000802;101;2018;klein;Bagger;{}
DEMO-000803;Bagger klein 03;SN-DEMO-000803;101;2019;klein;Bagger;{}
DEMO-000804;Bagger klein 04;SN-DEMO-000804;101;2020;klein;Bagger;{}
DEMO-000805;Bagger klein 05;SN-DEMO-000805;101;2021;klein;Bagger;{}
DEMO-000806;Bagger klein 06;SN-DEMO-000806;101;2022;klein;Bagger;{}
DEMO-000807;Bagger klein 07;SN-DEMO-000807;101;2023;klein;Bagger;{}
DEMO-000808;Bagger klein 08;SN-DEMO-000808;101;2024;klein;Bagger;{}
DEMO-000809;Bagger klein 09;SN-DEMO-000809;101;2025;klein;Bagger;{}
DEMO-000810;Bagger klein 10;SN-DEMO-000810;101;2026;klein;Bagger;{}
DEMO-000811;Bagger klein 11;SN-DEMO-000811;101;2018;klein;Bagger;{}
DEMO-000812;Bagger klein 12;SN-DEMO-000812;101;2019;klein;Bagger;{}
DEMO-000813;Bagger klein 13;SN-DEMO-000813;101;2020;klein;Bagger;{}
DEMO-000814;Bagger klein 14;SN-DEMO-000814;101;2021;klein;Bagger;{}
DEMO-000815;Bagger klein 15;SN-DEMO-000815;101;2022;klein;Bagger;{}
DEMO-000816;Bagger klein 16;SN-DEMO-000816;101;2023;klein;Bagger;{}
DEMO-000817;Bagger klein 17;SN-DEMO-000817;101;2024;klein;Bagger;{}
DEMO-000818;Bagger klein 18;SN-DEMO-000818;101;2025;klein;Bagger;{}
DEMO-000819;Bagger klein 19;SN-DEMO-000819;101;2026;klein;Bagger;{}
DEMO-000820;Bagger klein 20;SN-DEMO-000820;101;2018;klein;Bagger;{}
DEMO-000821;Bagger klein 21;SN-DEMO-000821;101;2019;klein;Bagger;{}
DEMO-000822;Bagger klein 22;SN-DEMO-000822;101;2020;klein;Bagger;{}
DEMO-000823;Bagger klein 23;SN-DEMO-000823;101;2021;klein;Bagger;{}
DEMO-000824;Bagger klein 24;SN-DEMO-000824;101;2022;klein;Bagger;{}
DEMO-000825;Bagger klein 25;SN-DEMO-000825;101;2023;klein;Bagger;{}
DEMO-000826;Bagger klein 26;SN-DEMO-000826;101;2024;klein;Bagger;{}
DEMO-000827;Bagger klein 27;SN-DEMO-000827;101;2025;klein;Bagger;{}
DEMO-000828;Bagger klein 28;SN-DEMO-000828;101;2026;klein;Bagger;{}
DEMO-000829;Bagger klein 29;SN-DEMO-000829;101;2018;klein;Bagger;{}
DEMO-000830;Bagger klein 30;SN-DEMO-000830;101;2019;klein;Bagger;{}
DEMO-000831;Bagger klein 31;SN-DEMO-000831;101;2020;klein;Bagger;{}
DEMO-000832;Bagger klein 32;SN-DEMO-000832;101;2021;klein;Bagger;{}
DEMO-000833;Bagger klein 33;SN-DEMO-000833;101;2022;klein;Bagger;{}
DEMO-000834;Bagger klein 34;SN-DEMO-000834;101;2023;klein;Bagger;{}
DEMO-000835;Bagger klein 35;SN-DEMO-000835;101;2024;klein;Bagger;{}
DEMO-000836;Bagger klein 36;SN-DEMO-000836;101;2025;klein;Bagger;{}
DEMO-000837;Bagger klein 37;SN-DEMO-000837;101;2026;klein;Bagger;{}
DEMO-000838;Bagger klein 38;SN-DEMO-000838;101;2018;klein;Bagger;{}
DEMO-000839;Bagger klein 39;SN-DEMO-000839;101;2019;klein;Bagger;{}
DEMO-000840;Bagger klein 40;SN-DEMO-000840;101;2020;klein;Bagger;{}
DEMO-000841;Bagger klein 41;SN-DEMO-000841;101;2021;klein;Bagger;{}
DEMO-000842;Bagger klein 42;SN-DEMO-000842;101;2022;klein;Bagger;{}
DEMO-000843;Bagger klein 43;SN-DEMO-000843;101;2023;klein;Bagger;{}
DEMO-000844;Bagger klein 44;SN-DEMO-000844;101;2024;klein;Bagger;{}
DEMO-000845;Bagger klein 45;SN-DEMO-000845;101;2025;klein;Bagger;{}
DEMO-000846;Bagger klein 46;SN-DEMO-000846;101;2026;klein;Bagger;{}
DEMO-000847;Bagger klein 47;SN-DEMO-000847;101;2018;klein;Bagger;{}
DEMO-000848;Bagger klein 48;SN-DEMO-000848;101;2019;klein;Bagger;{}
DEMO-000849;Bagger klein 49;SN-DEMO-000849;101;2020;klein;Bagger;{}
DEMO-000850;Bagger klein 50;SN-DEMO-000850;101;2021;klein;Bagger;{}
DEMO-000851;Bagger gross 01;SN-DEMO-000851;101;2022;gross;Bagger;{}
DEMO-000852;Bagger gross 02;SN-DEMO-000852;101;2023;gross;Bagger;{}
DEMO-000853;Bagger gross 03;SN-DEMO-000853;101;2024;gross;Bagger;{}
DEMO-000854;Bagger gross 04;SN-DEMO-000854;101;2025;gross;Bagger;{}
DEMO-000855;Bagger gross 05;SN-DEMO-000855;101;2026;gross;Bagger;{}
DEMO-000856;Bagger gross 06;SN-DEMO-000856;101;2018;gross;Bagger;{}
DEMO-000857;Bagger gross 07;SN-DEMO-000857;101;2019;gross;Bagger;{}
DEMO-000858;Bagger gross 08;SN-DEMO-000858;101;2020;gross;Bagger;{}
DEMO-000859;Bagger gross 09;SN-DEMO-000859;101;2021;gross;Bagger;{}
DEMO-000860;Bagger gross 10;SN-DEMO-000860;101;2022;gross;Bagger;{}
DEMO-000861;Bagger gross 11;SN-DEMO-000861;101;2023;gross;Bagger;{}
DEMO-000862;Bagger gross 12;SN-DEMO-000862;101;2024;gross;Bagger;{}
DEMO-000863;Bagger gross 13;SN-DEMO-000863;101;2025;gross;Bagger;{}
DEMO-000864;Bagger gross 14;SN-DEMO-000864;101;2026;gross;Bagger;{}
DEMO-000865;Bagger gross 15;SN-DEMO-000865;101;2018;gross;Bagger;{}
DEMO-000866;Bagger gross 16;SN-DEMO-000866;101;2019;gross;Bagger;{}
DEMO-000867;Bagger gross 17;SN-DEMO-000867;101;2020;gross;Bagger;{}
DEMO-000868;Bagger gross 18;SN-DEMO-000868;101;2021;gross;Bagger;{}
DEMO-000869;Bagger gross 19;SN-DEMO-000869;101;2022;gross;Bagger;{}
DEMO-000870;Bagger gross 20;SN-DEMO-000870;101;2023;gross;Bagger;{}
DEMO-000871;Bagger gross 21;SN-DEMO-000871;101;2024;gross;Bagger;{}
DEMO-000872;Bagger gross 22;SN-DEMO-000872;101;2025;gross;Bagger;{}
DEMO-000873;Bagger gross 23;SN-DEMO-000873;101;2026;gross;Bagger;{}
DEMO-000874;Bagger gross 24;SN-DEMO-000874;101;2018;gross;Bagger;{}
DEMO-000875;Bagger gross 25;SN-DEMO-000875;101;2019;gross;Bagger;{}
DEMO-000876;Bagger gross 26;SN-DEMO-000876;101;2020;gross;Bagger;{}
DEMO-000877;Bagger gross 27;SN-DEMO-000877;101;2021;gross;Bagger;{}
DEMO-000878;Bagger gross 28;SN-DEMO-000878;101;2022;gross;Bagger;{}
DEMO-000879;Bagger gross 29;SN-DEMO-000879;101;2023;gross;Bagger;{}
DEMO-000880;Bagger gross 30;SN-DEMO-000880;101;2024;gross;Bagger;{}
DEMO-000881;Bagger gross 31;SN-DEMO-000881;101;2025;gross;Bagger;{}
DEMO-000882;Bagger gross 32;SN-DEMO-000882;101;2026;gross;Bagger;{}
DEMO-000883;Bagger gross 33;SN-DEMO-000883;101;2018;gross;Bagger;{}
DEMO-000884;Bagger gross 34;SN-DEMO-000884;101;2019;gross;Bagger;{}
DEMO-000885;Bagger gross 35;SN-DEMO-000885;101;2020;gross;Bagger;{}
DEMO-000886;Bagger gross 36;SN-DEMO-000886;101;2021;gross;Bagger;{}
DEMO-000887;Bagger gross 37;SN-DEMO-000887;101;2022;gross;Bagger;{}
DEMO-000888;Bagger gross 38;SN-DEMO-000888;101;2023;gross;Bagger;{}
DEMO-000889;Bagger gross 39;SN-DEMO-000889;101;2024;gross;Bagger;{}
DEMO-000890;Bagger gross 40;SN-DEMO-000890;101;2025;gross;Bagger;{}
DEMO-000891;Bagger gross 41;SN-DEMO-000891;101;2026;gross;Bagger;{}
DEMO-000892;Bagger gross 42;SN-DEMO-000892;101;2018;gross;Bagger;{}
DEMO-000893;Bagger gross 43;SN-DEMO-000893;101;2019;gross;Bagger;{}
DEMO-000894;Bagger gross 44;SN-DEMO-000894;101;2020;gross;Bagger;{}
DEMO-000895;Bagger gross 45;SN-DEMO-000895;101;2021;gross;Bagger;{}
DEMO-000896;Bagger gross 46;SN-DEMO-000896;101;2022;gross;Bagger;{}
DEMO-000897;Bagger gross 47;SN-DEMO-000897;101;2023;gross;Bagger;{}
DEMO-000898;Bagger gross 48;SN-DEMO-000898;101;2024;gross;Bagger;{}
DEMO-000899;Bagger gross 49;SN-DEMO-000899;101;2025;gross;Bagger;{}
DEMO-000900;Bagger gross 50;SN-DEMO-000900;101;2026;gross;Bagger;{}
DEMO-000901;stampfer klein 01;SN-DEMO-000901;Graz;2018;klein;stampfer;{}
DEMO-000902;stampfer klein 02;SN-DEMO-000902;Graz;2019;klein;stampfer;{}
DEMO-000903;stampfer klein 03;SN-DEMO-000903;Graz;2020;klein;stampfer;{}
DEMO-000904;stampfer klein 04;SN-DEMO-000904;Graz;2021;klein;stampfer;{}
DEMO-000905;stampfer klein 05;SN-DEMO-000905;Graz;2022;klein;stampfer;{}
DEMO-000906;stampfer klein 06;SN-DEMO-000906;Graz;2023;klein;stampfer;{}
DEMO-000907;stampfer klein 07;SN-DEMO-000907;Graz;2024;klein;stampfer;{}
DEMO-000908;stampfer klein 08;SN-DEMO-000908;Graz;2025;klein;stampfer;{}
DEMO-000909;stampfer klein 09;SN-DEMO-000909;Graz;2026;klein;stampfer;{}
DEMO-000910;stampfer klein 10;SN-DEMO-000910;Graz;2018;klein;stampfer;{}
DEMO-000911;stampfer klein 11;SN-DEMO-000911;Graz;2019;klein;stampfer;{}
DEMO-000912;stampfer klein 12;SN-DEMO-000912;Graz;2020;klein;stampfer;{}
DEMO-000913;stampfer klein 13;SN-DEMO-000913;Graz;2021;klein;stampfer;{}
DEMO-000914;stampfer klein 14;SN-DEMO-000914;Graz;2022;klein;stampfer;{}
DEMO-000915;stampfer klein 15;SN-DEMO-000915;Graz;2023;klein;stampfer;{}
DEMO-000916;stampfer klein 16;SN-DEMO-000916;Graz;2024;klein;stampfer;{}
DEMO-000917;stampfer klein 17;SN-DEMO-000917;Graz;2025;klein;stampfer;{}
DEMO-000918;stampfer klein 18;SN-DEMO-000918;Graz;2026;klein;stampfer;{}
DEMO-000919;stampfer klein 19;SN-DEMO-000919;Graz;2018;klein;stampfer;{}
DEMO-000920;stampfer klein 20;SN-DEMO-000920;Graz;2019;klein;stampfer;{}
DEMO-000921;stampfer klein 21;SN-DEMO-000921;Graz;2020;klein;stampfer;{}
DEMO-000922;stampfer klein 22;SN-DEMO-000922;Graz;2021;klein;stampfer;{}
DEMO-000923;stampfer klein 23;SN-DEMO-000923;Graz;2022;klein;stampfer;{}
DEMO-000924;stampfer klein 24;SN-DEMO-000924;Graz;2023;klein;stampfer;{}
DEMO-000925;stampfer klein 25;SN-DEMO-000925;Graz;2024;klein;stampfer;{}
DEMO-000926;stampfer klein 26;SN-DEMO-000926;Graz;2025;klein;stampfer;{}
DEMO-000927;stampfer klein 27;SN-DEMO-000927;Graz;2026;klein;stampfer;{}
DEMO-000928;stampfer klein 28;SN-DEMO-000928;Graz;2018;klein;stampfer;{}
DEMO-000929;stampfer klein 29;SN-DEMO-000929;Graz;2019;klein;stampfer;{}
DEMO-000930;stampfer klein 30;SN-DEMO-000930;Graz;2020;klein;stampfer;{}
DEMO-000931;stampfer klein 31;SN-DEMO-000931;Graz;2021;klein;stampfer;{}
DEMO-000932;stampfer klein 32;SN-DEMO-000932;Graz;2022;klein;stampfer;{}
DEMO-000933;stampfer klein 33;SN-DEMO-000933;Graz;2023;klein;stampfer;{}
DEMO-000934;stampfer klein 34;SN-DEMO-000934;Graz;2024;klein;stampfer;{}
DEMO-000935;stampfer klein 35;SN-DEMO-000935;Graz;2025;klein;stampfer;{}
DEMO-000936;stampfer klein 36;SN-DEMO-000936;Graz;2026;klein;stampfer;{}
DEMO-000937;stampfer klein 37;SN-DEMO-000937;Graz;2018;klein;stampfer;{}
DEMO-000938;stampfer klein 38;SN-DEMO-000938;Graz;2019;klein;stampfer;{}
DEMO-000939;stampfer klein 39;SN-DEMO-000939;Graz;2020;klein;stampfer;{}
DEMO-000940;stampfer klein 40;SN-DEMO-000940;Graz;2021;klein;stampfer;{}
DEMO-000941;stampfer klein 41;SN-DEMO-000941;Graz;2022;klein;stampfer;{}
DEMO-000942;stampfer klein 42;SN-DEMO-000942;Graz;2023;klein;stampfer;{}
DEMO-000943;stampfer klein 43;SN-DEMO-000943;Graz;2024;klein;stampfer;{}
DEMO-000944;stampfer klein 44;SN-DEMO-000944;Graz;2025;klein;stampfer;{}
DEMO-000945;stampfer klein 45;SN-DEMO-000945;Graz;2026;klein;stampfer;{}
DEMO-000946;stampfer klein 46;SN-DEMO-000946;Graz;2018;klein;stampfer;{}
DEMO-000947;stampfer klein 47;SN-DEMO-000947;Graz;2019;klein;stampfer;{}
DEMO-000948;stampfer klein 48;SN-DEMO-000948;Graz;2020;klein;stampfer;{}
DEMO-000949;stampfer klein 49;SN-DEMO-000949;Graz;2021;klein;stampfer;{}
DEMO-000950;stampfer klein 50;SN-DEMO-000950;Graz;2022;klein;stampfer;{}
DEMO-000951;stampfer gross 01;SN-DEMO-000951;Graz;2023;gross;stampfer;{}
DEMO-000952;stampfer gross 02;SN-DEMO-000952;Graz;2024;gross;stampfer;{}
DEMO-000953;stampfer gross 03;SN-DEMO-000953;Graz;2025;gross;stampfer;{}
DEMO-000954;stampfer gross 04;SN-DEMO-000954;Graz;2026;gross;stampfer;{}
DEMO-000955;stampfer gross 05;SN-DEMO-000955;Graz;2018;gross;stampfer;{}
DEMO-000956;stampfer gross 06;SN-DEMO-000956;Graz;2019;gross;stampfer;{}
DEMO-000957;stampfer gross 07;SN-DEMO-000957;Graz;2020;gross;stampfer;{}
DEMO-000958;stampfer gross 08;SN-DEMO-000958;Graz;2021;gross;stampfer;{}
DEMO-000959;stampfer gross 09;SN-DEMO-000959;Graz;2022;gross;stampfer;{}
DEMO-000960;stampfer gross 10;SN-DEMO-000960;Graz;2023;gross;stampfer;{}
DEMO-000961;stampfer gross 11;SN-DEMO-000961;Graz;2024;gross;stampfer;{}
DEMO-000962;stampfer gross 12;SN-DEMO-000962;Graz;2025;gross;stampfer;{}
DEMO-000963;stampfer gross 13;SN-DEMO-000963;Graz;2026;gross;stampfer;{}
DEMO-000964;stampfer gross 14;SN-DEMO-000964;Graz;2018;gross;stampfer;{}
DEMO-000965;stampfer gross 15;SN-DEMO-000965;Graz;2019;gross;stampfer;{}
DEMO-000966;stampfer gross 16;SN-DEMO-000966;Graz;2020;gross;stampfer;{}
DEMO-000967;stampfer gross 17;SN-DEMO-000967;Graz;2021;gross;stampfer;{}
DEMO-000968;stampfer gross 18;SN-DEMO-000968;Graz;2022;gross;stampfer;{}
DEMO-000969;stampfer gross 19;SN-DEMO-000969;Graz;2023;gross;stampfer;{}
DEMO-000970;stampfer gross 20;SN-DEMO-000970;Graz;2024;gross;stampfer;{}
DEMO-000971;stampfer gross 21;SN-DEMO-000971;Graz;2025;gross;stampfer;{}
DEMO-000972;stampfer gross 22;SN-DEMO-000972;Graz;2026;gross;stampfer;{}
DEMO-000973;stampfer gross 23;SN-DEMO-000973;Graz;2018;gross;stampfer;{}
DEMO-000974;stampfer gross 24;SN-DEMO-000974;Graz;2019;gross;stampfer;{}
DEMO-000975;stampfer gross 25;SN-DEMO-000975;Graz;2020;gross;stampfer;{}
DEMO-000976;stampfer gross 26;SN-DEMO-000976;Graz;2021;gross;stampfer;{}
DEMO-000977;stampfer gross 27;SN-DEMO-000977;Graz;2022;gross;stampfer;{}
DEMO-000978;stampfer gross 28;SN-DEMO-000978;Graz;2023;gross;stampfer;{}
DEMO-000979;stampfer gross 29;SN-DEMO-000979;Graz;2024;gross;stampfer;{}
DEMO-000980;stampfer gross 30;SN-DEMO-000980;Graz;2025;gross;stampfer;{}
DEMO-000981;stampfer gross 31;SN-DEMO-000981;Graz;2026;gross;stampfer;{}
DEMO-000982;stampfer gross 32;SN-DEMO-000982;Graz;2018;gross;stampfer;{}
DEMO-000983;stampfer gross 33;SN-DEMO-000983;Graz;2019;gross;stampfer;{}
DEMO-000984;stampfer gross 34;SN-DEMO-000984;Graz;2020;gross;stampfer;{}
DEMO-000985;stampfer gross 35;SN-DEMO-000985;Graz;2021;gross;stampfer;{}
DEMO-000986;stampfer gross 36;SN-DEMO-000986;Graz;2022;gross;stampfer;{}
DEMO-000987;stampfer gross 37;SN-DEMO-000987;Graz;2023;gross;stampfer;{}
DEMO-000988;stampfer gross 38;SN-DEMO-000988;Graz;2024;gross;stampfer;{}
DEMO-000989;stampfer gross 39;SN-DEMO-000989;Graz;2025;gross;stampfer;{}
DEMO-000990;stampfer gross 40;SN-DEMO-000990;Graz;2026;gross;stampfer;{}
DEMO-000991;stampfer gross 41;SN-DEMO-000991;Graz;2018;gross;stampfer;{}
DEMO-000992;stampfer gross 42;SN-DEMO-000992;Graz;2019;gross;stampfer;{}
DEMO-000993;stampfer gross 43;SN-DEMO-000993;Graz;2020;gross;stampfer;{}
DEMO-000994;stampfer gross 44;SN-DEMO-000994;Graz;2021;gross;stampfer;{}
DEMO-000995;stampfer gross 45;SN-DEMO-000995;Graz;2022;gross;stampfer;{}
DEMO-000996;stampfer gross 46;SN-DEMO-000996;Graz;2023;gross;stampfer;{}
DEMO-000997;stampfer gross 47;SN-DEMO-000997;Graz;2024;gross;stampfer;{}
DEMO-000998;stampfer gross 48;SN-DEMO-000998;Graz;2025;gross;stampfer;{}
DEMO-000999;stampfer gross 49;SN-DEMO-000999;Graz;2026;gross;stampfer;{}
DEMO-001000;stampfer gross 50;SN-DEMO-001000;Graz;2018;gross;stampfer;{}
DEMO-001001;Kipplader 3.2 m3 Swivel klein 01;SN-DEMO-001001;Graz;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001002;Kipplader 3.2 m3 Swivel klein 02;SN-DEMO-001002;Graz;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001003;Kipplader 3.2 m3 Swivel klein 03;SN-DEMO-001003;Graz;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001004;Kipplader 3.2 m3 Swivel klein 04;SN-DEMO-001004;Graz;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001005;Kipplader 3.2 m3 Swivel klein 05;SN-DEMO-001005;Graz;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001006;Kipplader 3.2 m3 Swivel klein 06;SN-DEMO-001006;Graz;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001007;Kipplader 3.2 m3 Swivel klein 07;SN-DEMO-001007;Graz;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001008;Kipplader 3.2 m3 Swivel klein 08;SN-DEMO-001008;Graz;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001009;Kipplader 3.2 m3 Swivel klein 09;SN-DEMO-001009;Graz;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001010;Kipplader 3.2 m3 Swivel klein 10;SN-DEMO-001010;Graz;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001011;Kipplader 3.2 m3 Swivel klein 11;SN-DEMO-001011;Graz;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001012;Kipplader 3.2 m3 Swivel klein 12;SN-DEMO-001012;Graz;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001013;Kipplader 3.2 m3 Swivel klein 13;SN-DEMO-001013;Graz;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001014;Kipplader 3.2 m3 Swivel klein 14;SN-DEMO-001014;Graz;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001015;Kipplader 3.2 m3 Swivel klein 15;SN-DEMO-001015;Graz;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001016;Kipplader 3.2 m3 Swivel klein 16;SN-DEMO-001016;Graz;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001017;Kipplader 3.2 m3 Swivel klein 17;SN-DEMO-001017;Graz;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001018;Kipplader 3.2 m3 Swivel klein 18;SN-DEMO-001018;Graz;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001019;Kipplader 3.2 m3 Swivel klein 19;SN-DEMO-001019;Graz;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001020;Kipplader 3.2 m3 Swivel klein 20;SN-DEMO-001020;Graz;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001021;Kipplader 3.2 m3 Swivel klein 21;SN-DEMO-001021;Graz;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001022;Kipplader 3.2 m3 Swivel klein 22;SN-DEMO-001022;Graz;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001023;Kipplader 3.2 m3 Swivel klein 23;SN-DEMO-001023;Graz;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001024;Kipplader 3.2 m3 Swivel klein 24;SN-DEMO-001024;Graz;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001025;Kipplader 3.2 m3 Swivel klein 25;SN-DEMO-001025;Graz;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001026;Kipplader 3.2 m3 Swivel klein 26;SN-DEMO-001026;Graz;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001027;Kipplader 3.2 m3 Swivel klein 27;SN-DEMO-001027;Graz;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001028;Kipplader 3.2 m3 Swivel klein 28;SN-DEMO-001028;Graz;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001029;Kipplader 3.2 m3 Swivel klein 29;SN-DEMO-001029;Graz;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001030;Kipplader 3.2 m3 Swivel klein 30;SN-DEMO-001030;Graz;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001031;Kipplader 3.2 m3 Swivel klein 31;SN-DEMO-001031;Graz;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001032;Kipplader 3.2 m3 Swivel klein 32;SN-DEMO-001032;Graz;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001033;Kipplader 3.2 m3 Swivel klein 33;SN-DEMO-001033;Graz;2024;klein;Kipplader 3.2 m3 Swivel;{}
